SN,idx_kpr,file_kpr,phase_kpr,low_wl_kpr,high_wl_kpr,snr_kpr,src_kpr,z_uni,m_b_uni,m_b_err_uni,x1_uni,x1_err_uni,c_uni,c_err_uni,mu_uni,mu_err_uni,sn_kpr
1998eg,258,sn1998eg-19981029.19-fast.flm,3.7150161989155497,3684.0,7192.0,44.55526239755017,cfa,0.0235,16.08,0.10,-0.79,0.35,0.05,0.02,35.17,0.23,1998eg
1998eg,259,sn1998eg-19981030.16-fast.flm,4.661579296617611,3684.0,7210.0,9.961008044863767,cfa,0.0235,16.08,0.10,-0.79,0.35,0.05,0.02,35.17,0.23,1998eg
1998es,17,sn1998es-19981125-ui-corrected.flm,0.4967508339381827,3348.0,10042.0,173.12849713145582,bsnip,0.0096,13.82,0.23,0.95,0.18,0.13,0.02,32.92,0.31,1998es
1998es,260,sn1998es-19981118.28-fast.flm,-6.402346405533887,3418.0,7392.0,193.40006603443905,cfa,0.0096,13.82,0.23,0.95,0.18,0.13,0.02,32.92,0.31,1998es
1998es,261,sn1998es-19981119.28-fast.flm,-5.4128029116339285,3438.0,7134.0,116.94790526256122,cfa,0.0096,13.82,0.23,0.95,0.18,0.13,0.02,32.92,0.31,1998es
1998es,262,sn1998es-19981120.26-fast.flm,-4.4430502876088,3458.0,7132.0,135.48891114658056,cfa,0.0096,13.82,0.23,0.95,0.18,0.13,0.02,32.92,0.31,1998es
1998es,263,sn1998es-19981121.23-fast.flm,-3.4831930985246884,3458.0,7132.0,162.891351000491,cfa,0.0096,13.82,0.23,0.95,0.18,0.13,0.02,32.92,0.31,1998es
1998es,264,sn1998es-19981122.26-fast.flm,-2.4639632998088823,3458.0,7132.0,190.30751162886605,cfa,0.0096,13.82,0.23,0.95,0.18,0.13,0.02,32.92,0.31,1998es
1998es,265,sn1998es-19981123.30-fast.flm,-1.4348380661520608,3458.0,7132.0,188.18626769068013,cfa,0.0096,13.82,0.23,0.95,0.18,0.13,0.02,32.92,0.31,1998es
1998es,266,sn1998es-19981125.22-fast.flm,0.4650854421341328,3476.0,7192.0,142.04959432476676,cfa,0.0096,13.82,0.23,0.95,0.18,0.13,0.02,32.92,0.31,1998es
1998es,267,sn1998es-19981126.22-fast.flm,1.4546289360340918,3486.0,7192.0,146.99583698515056,cfa,0.0096,13.82,0.23,0.95,0.18,0.13,0.02,32.92,0.31,1998es
1998es,268,sn1998es-19981127.21-fast.flm,2.434276994993036,3476.0,7212.0,168.3659779218927,cfa,0.0096,13.82,0.23,0.95,0.18,0.13,0.02,32.92,0.31,1998es
1998v,269,sn1998V-19980319.51-fast.flm,0.3862081435904848,3708.0,7360.0,57.74596443807101,cfa,0.0172,15.07,0.14,-0.27,0.19,0.04,0.01,34.26,0.25,1998v
1998v,270,sn1998V-19980320.50-fast.flm,1.3590988869752822,3708.0,7360.0,38.681160651118105,cfa,0.0172,15.07,0.14,-0.27,0.19,0.04,0.01,34.26,0.25,1998v
1998v,271,sn1998V-19980321.51-fast.flm,2.3516439888163427,3708.0,7328.0,65.61205230751435,cfa,0.0172,15.07,0.14,-0.27,0.19,0.04,0.01,34.26,0.25,1998v
1999aa,18,sn1999aa-19990223-ui.flm,0.4603511483683075,3346.0,10348.0,87.38341575698847,bsnip,0.015,14.69,0.15,0.91,0.10,-0.02,0.01,34.16,0.16,1999aa
1999aa,272,sn1999aa-19990216.24-fast.flm,-6.437029976054678,3444.0,7066.0,78.13871593839619,cfa,0.015,14.69,0.15,0.91,0.10,-0.02,0.01,34.16,0.16,1999aa
1999aa,273,sn1999aa-19990217.26-fast.flm,-5.431552093113917,3444.0,7066.0,76.36249792282754,cfa,0.015,14.69,0.15,0.91,0.10,-0.02,0.01,34.16,0.16,1999aa
1999aa,274,sn1999aa-19990218.25-fast.flm,-4.4556470890890845,3444.0,7066.0,86.95618606126915,cfa,0.015,14.69,0.15,0.91,0.10,-0.02,0.01,34.16,0.16,1999aa
1999aa,275,sn1999aa-19990219.28-fast.flm,-3.4403115798501864,3464.0,7066.0,122.36626932989073,cfa,0.015,14.69,0.15,0.91,0.10,-0.02,0.01,34.16,0.16,1999aa
1999aa,276,sn1999aa-19990220.29-fast.flm,-2.4446913232147347,3404.0,7086.0,123.34016827007427,cfa,0.015,14.69,0.15,0.91,0.10,-0.02,0.01,34.16,0.16,1999aa
1999aa,277,sn1999aa-19990221.29-fast.flm,-1.4589286928845933,3720.0,7382.0,123.56841464438892,cfa,0.015,14.69,0.15,0.91,0.10,-0.02,0.01,34.16,0.16,1999aa
1999aa,278,sn1999aa-19990223.25-fast.flm,0.4731660625616239,3720.0,7382.0,95.41648098174744,cfa,0.015,14.69,0.15,0.91,0.10,-0.02,0.01,34.16,0.16,1999aa
1999ac,19,sn1999ac-19990309-red3-corrected.flm,-3.1996037642428936,5056.0,8616.0,362.19583524618713,bsnip,0.0095,14.10,0.23,-0.30,0.06,0.08,0.01,33.18,0.24,1999ac
1999ac,20,sn1999ac-19990312-ui-corrected.flm,-0.3853392768725628,3298.0,10350.0,184.4833497786401,bsnip,0.0095,14.10,0.23,-0.30,0.06,0.08,0.01,33.18,0.24,1999ac
1999ac,279,sn1999ac-19990309.53-fast.flm,-3.293709757309921,3738.0,7418.0,127.56450096281463,cfa,0.0095,14.10,0.23,-0.30,0.06,0.08,0.01,33.18,0.24,1999ac
1999ac,280,sn1999ac-19990310.53-fast.flm,-2.3031203566165086,3738.0,7418.0,149.73173918117303,cfa,0.0095,14.10,0.23,-0.30,0.06,0.08,0.01,33.18,0.24,1999ac
1999ac,281,sn1999ac-19990312.53-fast.flm,-0.32194155522968354,3738.0,7418.0,115.8214117961874,cfa,0.0095,14.10,0.23,-0.30,0.06,0.08,0.01,33.18,0.24,1999ac
1999by,282,sn1999by-19990506.22-fast.flm,-5.428448262100579,3766.0,6772.0,192.23992721430145,cfa,,,,,,,,,,1999by
1999by,283,sn1999by-19990507.14-fast.flm,-4.510401864835704,3766.0,7454.0,256.29093024177917,cfa,,,,,,,,,,1999by
1999by,284,sn1999by-19990508.15-fast.flm,-3.5025465808779286,3446.0,8950.0,206.37714391302043,cfa,,,,,,,,,,1999by
1999by,285,sn1999by-19990509.18-fast.flm,-2.4747337665479874,3626.0,5418.0,185.2129480512884,cfa,,,,,,,,,,1999by
1999by,286,sn1999by-19990513.18-fast.flm,1.516772308524259,3626.0,5418.0,182.5769902993356,cfa,,,,,,,,,,1999by
1999by,287,sn1999by-19990514.15-fast.flm,2.4847125317304406,3446.0,9208.0,183.5799916768845,cfa,,,,,,,,,,1999by
1999by,288,sn1999by-19990515.16-fast.flm,3.4925678156882163,3766.0,7474.0,199.2000835649823,cfa,,,,,,,,,,1999by
1999by,289,sn1999by-19990516.17-fast.flm,4.500423099638732,3766.0,7474.0,208.40658980602728,cfa,,,,,,,,,,1999by
1999by,290,sn1999by-19990517.16-fast.flm,5.488320853224338,3766.0,7474.0,199.80955309877086,cfa,,,,,,,,,,1999by
1999by,291,sn1999by-19990518.14-fast.flm,6.466239841612973,3766.0,7474.0,214.74725407794955,cfa,,,,,,,,,,1999by
1999cc,292,sn1999cc-19990514.36-fast.flm,-3.0640106736132604,3660.0,7260.0,36.233567082878665,cfa,0.0315,16.77,0.07,-1.89,0.28,0.05,0.02,35.73,0.23,1999cc
1999cc,293,sn1999cc-19990516.34-fast.flm,-1.1441558844521733,3660.0,7260.0,44.16731109003207,cfa,0.0315,16.77,0.07,-1.89,0.28,0.05,0.02,35.73,0.23,1999cc
1999cc,294,sn1999cc-19990517.40-fast.flm,-0.11635483570245682,3660.0,7260.0,36.250911610909355,cfa,0.0315,16.77,0.07,-1.89,0.28,0.05,0.02,35.73,0.23,1999cc
1999cc,295,sn1999cc-19990519.36-fast.flm,1.7841074808439057,3660.0,7260.0,33.94048639224564,cfa,0.0315,16.77,0.07,-1.89,0.28,0.05,0.02,35.73,0.23,1999cc
1999cl,296,sn1999cl-19990608.24-fast.flm,-5.080343665051402,3556.0,7056.0,182.57644226009515,cfa,0.0087,14.81,0.25,-0.36,0.20,1.2,0.01,31.14,0.26,1999cl
1999cl,297,sn1999cl-19990609.24-fast.flm,-4.087895205381034,3556.0,7056.0,205.38177259951172,cfa,0.0087,14.81,0.25,-0.36,0.20,1.2,0.01,31.14,0.26,1999cl
1999cl,298,sn1999cl-19990610.22-fast.flm,-3.1152957149008955,3408.0,7054.0,208.24698880492284,cfa,0.0087,14.81,0.25,-0.36,0.20,1.2,0.01,31.14,0.26,1999cl
1999cl,299,sn1999cl-19990611.18-fast.flm,-2.1625451936182083,3538.0,7034.0,195.2720668628756,cfa,0.0087,14.81,0.25,-0.36,0.20,1.2,0.01,31.14,0.26,1999cl
1999cl,300,sn1999cl-19990612.17-fast.flm,-1.1800212185465655,3554.0,7050.0,123.45023987240884,cfa,0.0087,14.81,0.25,-0.36,0.20,1.2,0.01,31.14,0.26,1999cl
1999cl,301,sn1999cl-19990614.18-fast.flm,0.8148001853928961,3430.0,7114.0,174.90907333992274,cfa,0.0087,14.81,0.25,-0.36,0.20,1.2,0.01,31.14,0.26,1999cl
1999cl,302,sn1999cl-19990618.17-fast.flm,4.774669539475644,4482.0,6340.0,148.87684146453057,cfa,0.0087,14.81,0.25,-0.36,0.20,1.2,0.01,31.14,0.26,1999cl
1999cp,21,sn1999cp-19990709-ui-corrected.flm,4.856956056582031,3312.0,10400.0,210.7816596099548,bsnip,0.0104,13.93,0.21,-0.05,0.25,-0.01,0.02,33.27,0.22,1999cp
1999da,22,sn1999da-19990709-ui.flm,-2.6908397888787285,3302.0,10366.0,65.82823279084734,bsnip,,,,,,,,,,1999da
1999da,23,sn1999da-19990718-ui.flm,6.183500461641903,3370.0,10366.0,53.14949711531649,bsnip,,,,,,,,,,1999da
1999da,303,sn1999da-19990709.45-fast.flm,-2.6069053367493846,3726.0,7394.0,16.910798388828052,cfa,,,,,,,,,,1999da
1999dk,24,sn1999dk-19990817-ui.flm,-6.861354142035098,3344.0,10344.0,152.36826577803362,bsnip,0.0139,14.81,0.16,0.29,0.27,0.11,0.02,33.88,0.17,1999dk
1999dq,25,sn1999dq-19990910-ui-corrected.flm,-3.560981813558142,3306.0,10300.0,87.08998728552328,bsnip,0.0135,14.39,0.16,0.89,0.12,0.13,0.01,33.48,0.26,1999dq
1999dq,26,sn1999dq-near-19990917-clear-ui-corrected.flm,3.336202230639819,3306.0,10350.0,112.27415307194323,bsnip,0.0135,14.39,0.16,0.89,0.12,0.13,0.01,33.48,0.26,1999dq
1999dq,304,sn1999dq-19990907.48-fast.flm,-6.562972295915659,3720.0,7382.0,211.20773634927616,cfa,0.0135,14.39,0.16,0.89,0.12,0.13,0.01,33.48,0.26,1999dq
1999dq,305,sn1999dq-19990908.48-fast.flm,-5.5770969322508845,3720.0,7382.0,145.09894749175277,cfa,0.0135,14.39,0.16,0.89,0.12,0.13,0.01,33.48,0.26,1999dq
1999dq,306,sn1999dq-19990909.44-fast.flm,-4.630656583133562,3720.0,7382.0,67.37677267739875,cfa,0.0135,14.39,0.16,0.89,0.12,0.13,0.01,33.48,0.26,1999dq
1999dq,307,sn1999dq-19990910.44-fast.flm,-3.644781219468787,3720.0,7382.0,61.931798949631656,cfa,0.0135,14.39,0.16,0.89,0.12,0.13,0.01,33.48,0.26,1999dq
1999dq,308,sn1999dq-19990911.46-fast.flm,-2.6391883485338727,3720.0,7382.0,168.12051819335483,cfa,0.0135,14.39,0.16,0.89,0.12,0.13,0.01,33.48,0.26,1999dq
1999dq,309,sn1999dq-19990912.51-fast.flm,-1.6040192166829903,3720.0,7382.0,155.9378468329013,cfa,0.0135,14.39,0.16,0.89,0.12,0.13,0.01,33.48,0.26,1999dq
1999dq,310,sn1999dq-19990915.45-fast.flm,1.29445435248657,3720.0,7382.0,155.83053481477998,cfa,0.0135,14.39,0.16,0.89,0.12,0.13,0.01,33.48,0.26,1999dq
1999dq,311,sn1999dq-19990916.45-fast.flm,2.2803297161513445,3720.0,7382.0,162.82304954457382,cfa,0.0135,14.39,0.16,0.89,0.12,0.13,0.01,33.48,0.26,1999dq
1999dq,312,sn1999dq-19990917.46-fast.flm,3.2760638334547765,3720.0,7382.0,152.86466986313178,cfa,0.0135,14.39,0.16,0.89,0.12,0.13,0.01,33.48,0.26,1999dq
1999dq,313,sn1999dq-19990918.45-fast.flm,4.252080443480893,3720.0,7382.0,168.63032285905226,cfa,0.0135,14.39,0.16,0.89,0.12,0.13,0.01,33.48,0.26,1999dq
1999dq,314,sn1999dq-19990920.46-fast.flm,6.2336899244491,3720.0,7382.0,156.3575498235829,cfa,0.0135,14.39,0.16,0.89,0.12,0.13,0.01,33.48,0.26,1999dq
1999ej,315,sn1999ej-19991030.28-fast.flm,-0.4754750558126914,3722.0,7388.0,77.54496624372288,cfa,0.0128,15.36,0.20,-2.08,0.43,0.07,0.05,34.26,0.28,1999ej
1999ej,316,sn1999ej-19991102.20-fast.flm,2.4049962366392448,3722.0,7388.0,107.88308032009544,cfa,0.0128,15.36,0.20,-2.08,0.43,0.07,0.05,34.26,0.28,1999ej
1999ej,317,sn1999ej-19991104.27-fast.flm,4.446974173412613,3722.0,7388.0,102.47796868761145,cfa,0.0128,15.36,0.20,-2.08,0.43,0.07,0.05,34.26,0.28,1999ej
1999ek,27,sn1999ek-19991105-ui.flm,5.241164318804625,3556.0,10228.0,17.546200227043716,bsnip,0.0176,15.59,0.18,-1.08,0.15,0.17,0.01,34.34,0.27,1999ek
1999ek,318,sn1999ek-19991103.40-fast.flm,3.1154117552232323,3708.0,7360.0,30.755590809984607,cfa,0.0176,15.59,0.18,-1.08,0.15,0.17,0.01,34.34,0.27,1999ek
1999gd,28,sn1999gd-19991205-uvoir.flm,-1.3559035806273898,3980.0,9768.0,153.32448750671333,bsnip,0.0193,16.91,0.12,-1.08,0.27,0.46,0.02,34.95,0.24,1999gd
1999gd,319,sn1999gd-19991208.52-fast.flm,1.5306688502446515,3706.0,7352.0,27.81857263068006,cfa,0.0193,16.91,0.12,-1.08,0.27,0.46,0.02,34.95,0.24,1999gd
1999gh,29,sn1999gh-19991205-uvoir.flm,1.17894686701015,4022.0,9872.0,207.91354242133644,bsnip,,,,,,,,,,1999gh
1999gh,320,sn1999gh-19991206.53-fast.flm,2.0959055413489707,3744.0,7432.0,87.21462369390497,cfa,,,,,,,,,,1999gh
1999gh,321,sn1999gh-19991207.53-fast.flm,3.088285059032678,3744.0,7432.0,138.84753650603386,cfa,,,,,,,,,,1999gh
1999gh,322,sn1999gh-19991208.52-fast.flm,4.070740781537526,3744.0,7432.0,66.08515878022436,cfa,,,,,,,,,,1999gh
1999gh,323,sn1999gh-19991209.50-fast.flm,5.043272708870735,3744.0,7432.0,69.51190247650283,cfa,,,,,,,,,,1999gh
1999gh,324,sn1999gh-19991210.50-fast.flm,6.035652226554443,3744.0,7432.0,72.89245384334959,cfa,,,,,,,,,,1999gh
1999gp,325,sn1999gp-20000102.21-fast.flm,-4.052612868823377,3676.0,7294.0,54.16999874516731,cfa,0.026,16.00,0.09,1.64,0.21,0.06,0.02,35.37,0.11,1999gp
1999gp,326,sn1999gp-20000105.10-fast.flm,-1.2378925633927025,3676.0,7294.0,64.0590320923663,cfa,0.026,16.00,0.09,1.64,0.21,0.06,0.02,35.37,0.11,1999gp
1999gp,327,sn1999gp-20000107.13-fast.flm,0.7392293120474855,3676.0,7294.0,48.354560677589646,cfa,0.026,16.00,0.09,1.64,0.21,0.06,0.02,35.37,0.11,1999gp
1999gp,328,sn1999gp-20000110.11-fast.flm,3.6416052671319528,3676.0,7294.0,72.46692908654023,cfa,0.026,16.00,0.09,1.64,0.21,0.06,0.02,35.37,0.11,1999gp
1999gp,329,sn1999gp-20000112.09-fast.flm,5.570029559430356,3676.0,7294.0,57.40760518305783,cfa,0.026,16.00,0.09,1.64,0.21,0.06,0.02,35.37,0.11,1999gp
2000ce,330,sn2000ce-20000510.15-fast.flm,6.565942310627718,3714.0,7368.0,26.784700653441682,cfa,0.0165,17.02,0.14,0.65,0.24,0.61,0.03,34.91,0.15,2000ce
2000cf,331,sn2000cf-20000511.34-fast.flm,3.4416383240422217,3642.0,7224.0,27.723066800871855,cfa,0.0365,17.05,0.06,-1.12,0.17,0.04,0.02,36.13,0.22,2000cf
2000cf,332,sn2000cf-20000512.36-fast.flm,4.425790578189,3642.0,7224.0,35.509361167302444,cfa,0.0365,17.05,0.06,-1.12,0.17,0.04,0.02,36.13,0.22,2000cf
2000dk,30,sn2000dk-20000926-ui-corrected.flm,1.0231541453934858,3296.0,10170.0,100.9049209335688,bsnip,0.0164,15.34,0.13,-2.60,0.29,0.06,0.02,34.18,0.25,2000dk
2000dk,333,sn2000dk-20000920.39-fast.flm,-4.961462176716219,3710.0,7360.0,62.94981179721167,cfa,0.0164,15.34,0.13,-2.60,0.29,0.06,0.02,34.18,0.25,2000dk
2000dk,334,sn2000dk-20000921.27-fast.flm,-4.096548009621308,3710.0,7360.0,71.83980206090921,cfa,0.0164,15.34,0.13,-2.60,0.29,0.06,0.02,34.18,0.25,2000dk
2000dk,335,sn2000dk-20000926.37-fast.flm,0.9160227315175692,3710.0,7360.0,66.14340769056152,cfa,0.0164,15.34,0.13,-2.60,0.29,0.06,0.02,34.18,0.25,2000dk
2000dk,336,sn2000dk-20000929.34-fast.flm,3.835108045465576,3710.0,7360.0,56.15713889171307,cfa,0.0164,15.34,0.13,-2.60,0.29,0.06,0.02,34.18,0.25,2000dk
2000fa,31,sn2000fa-20001221-ui-corrected.flm,6.922719150081721,3246.0,10240.0,55.3032409867448,bsnip,0.0218,15.86,0.10,0.37,0.16,0.1,0.02,34.97,0.23,2000fa
2000fa,337,sn2000fa-20001215.36-fast.flm,1.4002105211625575,3656.0,7332.0,33.67786833617663,cfa,0.0218,15.86,0.10,0.37,0.16,0.1,0.02,34.97,0.23,2000fa
2000fa,338,sn2000fa-20001216.36-fast.flm,2.379378717779532,3696.0,7332.0,55.01688007395907,cfa,0.0218,15.86,0.10,0.37,0.16,0.1,0.02,34.97,0.23,2000fa
2000fa,339,sn2000fa-20001218.38-fast.flm,4.357298474942684,3696.0,7332.0,55.240192356061364,cfa,0.0218,15.86,0.10,0.37,0.16,0.1,0.02,34.97,0.23,2000fa
2001ay,340,sn2001ay-20010421.48-fast.flm,-0.3222537573573617,3664.0,7268.0,35.35270995857477,cfa,0.0309,16.71,0.08,3.06,0.37,0.19,0.03,35.93,0.18,2001ay
2001ay,341,sn2001ay-20010424.32-fast.flm,2.4343747694736684,3664.0,7268.0,39.672341192670935,cfa,0.0309,16.71,0.08,3.06,0.37,0.19,0.03,35.93,0.18,2001ay
2001ay,342,sn2001ay-20010426.34-fast.flm,4.395075341373916,3664.0,7268.0,52.43366978708416,cfa,0.0309,16.71,0.08,3.06,0.37,0.19,0.03,35.93,0.18,2001ay
2001ay,343,sn2001ay-20010426.41-mmt.flm,4.46302041070408,3208.0,8588.0,163.7124122184056,cfa,0.0309,16.71,0.08,3.06,0.37,0.19,0.03,35.93,0.18,2001ay
2001ay,344,sn2001ay-20010427.36-fast.flm,5.385132065804317,3664.0,7268.0,52.66248359532176,cfa,0.0309,16.71,0.08,3.06,0.37,0.19,0.03,35.93,0.18,2001ay
2001az,32,sn2001az-20010430-ui.flm,-3.1940193812793605,3186.0,10134.0,35.56305389477378,bsnip,0.0406,16.90,0.06,0.79,0.42,-0.02,0.02,36.37,0.17,2001az
2001az,345,sn2001az-20010430.40-fast.flm,-2.8096608516415174,3628.0,7194.0,36.354252979108736,cfa,0.0406,16.90,0.06,0.79,0.42,-0.02,0.02,36.37,0.17,2001az
2001ba,33,sn2001ba-20010430-ui.flm,-5.1255054358348895,3220.0,10244.0,2.0548691448799654,bsnip,0.0305,16.19,0.07,0.00,0.14,-0.04,0.01,35.60,0.09,2001ba
2001ba,1024,sn2001ba-20010508.791-hst.flm,2.6448268527125136,2898.0,5480.0,119.95829448917722,uv,0.0305,16.19,0.07,0.00,0.14,-0.04,0.01,35.60,0.09,2001ba
2001bf,34,sn2001bf-20010516-ui-corrected.flm,1.9596238703831528,3302.0,10240.0,95.50987567258386,bsnip,0.0152,14.68,0.15,0.64,0.21,0.02,0.02,34.02,0.22,2001bf
2001bf,346,sn2001bf-20010517.48-fast.flm,2.9847336437902845,3716.0,7374.0,100.43059004092956,cfa,0.0152,14.68,0.15,0.64,0.21,0.02,0.02,34.02,0.22,2001bf
2001bf,347,sn2001bf-20010521.43-fast.flm,6.8744393161599735,3716.0,7374.0,123.77534299701477,cfa,0.0152,14.68,0.15,0.64,0.21,0.02,0.02,34.02,0.22,2001bf
2001cp,35,sn2001cp-20010629-ui.flm,0.9174473445884505,3280.0,10122.0,39.999791420696575,bsnip,0.0224,15.16,0.20,-1.95,1.23,-0.29,0.11,34.95,0.24,2001cp
2001cp,348,sn2001cp-20010621.45-fast.flm,-6.879876995545442,3692.0,7324.0,25.39555398638717,cfa,0.0224,15.16,0.20,-1.95,1.23,-0.29,0.11,34.95,0.24,2001cp
2001cp,349,sn2001cp-20010623.44-fast.flm,-4.93348017706774,3692.0,7324.0,36.093320192270454,cfa,0.0224,15.16,0.20,-1.95,1.23,-0.29,0.11,34.95,0.24,2001cp
2001cp,350,sn2001cp-20010624.40-fast.flm,-3.994514877704939,3692.0,7324.0,61.04520809538172,cfa,0.0224,15.16,0.20,-1.95,1.23,-0.29,0.11,34.95,0.24,2001cp
2001cp,351,sn2001cp-20010627.26-fast.flm,-1.1971807566834798,3692.0,7324.0,54.159383867339535,cfa,0.0224,15.16,0.20,-1.95,1.23,-0.29,0.11,34.95,0.24,2001cp
2001cp,352,sn2001cp-20010629.28-fast.flm,0.7785587273910805,3692.0,7324.0,53.26960139820071,cfa,0.0224,15.16,0.20,-1.95,1.23,-0.29,0.11,34.95,0.24,2001cp
2001da,36,sn2001da-20010716-ui-corrected.flm,2.216880735746224,3298.0,10174.0,53.285192568237505,bsnip,0.016,15.43,0.14,-1.70,0.61,0.15,0.04,34.17,0.22,2001da
2001da,353,sn2001da-20010714.46-fast.flm,0.2526555871762918,3710.0,7362.0,70.17868772408819,cfa,0.016,15.43,0.14,-1.70,0.61,0.15,0.04,34.17,0.22,2001da
2001da,354,sn2001da-20010715.47-mmt.flm,1.2455822138329675,3198.0,9076.0,170.842401213181,cfa,0.016,15.43,0.14,-1.70,0.61,0.15,0.04,34.17,0.22,2001da
2001da,355,sn2001da-20010716.46-fast.flm,2.218846927086535,3710.0,7362.0,71.24051762788419,cfa,0.016,15.43,0.14,-1.70,0.61,0.15,0.04,34.17,0.22,2001da
2001da,356,sn2001da-20010718.45-fast.flm,4.1752073102952245,3710.0,7362.0,92.3879094814366,cfa,0.016,15.43,0.14,-1.70,0.61,0.15,0.04,34.17,0.22,2001da
2001da,357,sn2001da-20010719.47-fast.flm,5.177964893653455,3710.0,7362.0,61.098738130832274,cfa,0.016,15.43,0.14,-1.70,0.61,0.15,0.04,34.17,0.22,2001da
2001eh,37,sn2001eh-20010911-ui.flm,-6.289077717653468,3236.0,9978.0,29.46383861105367,bsnip,0.0362,16.57,0.06,1.40,0.19,0.03,0.02,35.99,0.17,2001eh
2001eh,38,sn2001eh-20010912-ui.flm,-5.193648050796576,3236.0,9978.0,44.93301752989309,bsnip,0.0362,16.57,0.06,1.40,0.19,0.03,0.02,35.99,0.17,2001eh
2001eh,39,sn2001eh-20010920-ui.flm,2.5968240253947803,3236.0,9978.0,65.88401694236528,bsnip,0.0362,16.57,0.06,1.40,0.19,0.03,0.02,35.99,0.17,2001eh
2001eh,358,sn2001eh-20010912.44-fast.flm,-5.1541122969705615,3640.0,7220.0,40.6605782111234,cfa,0.0362,16.57,0.06,1.40,0.19,0.03,0.02,35.99,0.17,2001eh
2001eh,359,sn2001eh-20010915.42-fast.flm,-2.2805379948287605,3640.0,7220.0,28.884300497397906,cfa,0.0362,16.57,0.06,1.40,0.19,0.03,0.02,35.99,0.17,2001eh
2001eh,360,sn2001eh-20010917.39-fast.flm,-0.3808932380400242,3640.0,7220.0,49.39340434725319,cfa,0.0362,16.57,0.06,1.40,0.19,0.03,0.02,35.99,0.17,2001eh
2001eh,361,sn2001eh-20010920.33-fast.flm,2.454109596965056,3640.0,7220.0,50.72914904102421,cfa,0.0362,16.57,0.06,1.40,0.19,0.03,0.02,35.99,0.17,2001eh
2001eh,362,sn2001eh-20010921.35-fast.flm,3.4376820091058096,3640.0,7220.0,50.67939185914332,cfa,0.0362,16.57,0.06,1.40,0.19,0.03,0.02,35.99,0.17,2001eh
2001eh,363,sn2001eh-20010922.35-fast.flm,4.4019686876782025,3640.0,7220.0,48.88995221344847,cfa,0.0362,16.57,0.06,1.40,0.19,0.03,0.02,35.99,0.17,2001eh
2001eh,364,sn2001eh-20010923.37-fast.flm,5.385541099825971,3640.0,7220.0,47.030340141936534,cfa,0.0362,16.57,0.06,1.40,0.19,0.03,0.02,35.99,0.17,2001eh
2001eh,1025,sn2001eh-20010925.757-hst.flm,6.957328385896447,1188.0,5438.0,12.977241125610757,uv,0.0362,16.57,0.06,1.40,0.19,0.03,0.02,35.99,0.17,2001eh
2001en,365,sn2001en-20011011.39-fast.flm,2.003207100110365,3714.0,7372.0,91.92023508726929,cfa,0.0149,15.04,0.16,-1.15,0.24,0.07,0.03,34.03,0.22,2001en
2001en,366,sn2001en-20011014.34-fast.flm,4.9071191125579015,3714.0,7372.0,88.59576422373712,cfa,0.0149,15.04,0.16,-1.15,0.24,0.07,0.03,34.03,0.22,2001en
2001en,367,sn2001en-20011015.31-fast.flm,5.861964757330872,3714.0,7372.0,80.08509015930358,cfa,0.0149,15.04,0.16,-1.15,0.24,0.07,0.03,34.03,0.22,2001en
2001en,368,sn2001en-20011016.33-fast.flm,6.8660292497753606,3714.0,7372.0,92.50745288825874,cfa,0.0149,15.04,0.16,-1.15,0.24,0.07,0.03,34.03,0.22,2001en
2001ep,40,sn2001ep-20011020-ui-corrected.flm,2.684751892405769,3310.0,10214.0,125.59453226767008,bsnip,0.0129,14.87,0.17,-1.22,0.16,0.14,0.02,33.68,0.23,2001ep
2001ep,41,sn2001ep-20011022.654-joined-corrected.flm,4.840449735425863,3932.0,10016.0,67.51955194859207,bsnip,0.0129,14.87,0.17,-1.22,0.16,0.14,0.02,33.68,0.23,2001ep
2001ep,42,sn2001ep-20011023.652-joined-corrected.flm,5.825516790065098,3932.0,10016.0,115.30137747317221,bsnip,0.0129,14.87,0.17,-1.22,0.16,0.14,0.02,33.68,0.23,2001ep
2001ep,369,sn2001ep-20011014.45-fast.flm,-3.2572357518173014,3724.0,7392.0,98.78603118660305,cfa,0.0129,14.87,0.17,-1.22,0.16,0.14,0.02,33.68,0.23,2001ep
2001ep,370,sn2001ep-20011015.45-fast.flm,-2.270194614903838,3724.0,7392.0,106.66964907356429,cfa,0.0129,14.87,0.17,-1.22,0.16,0.14,0.02,33.68,0.23,2001ep
2001ep,371,sn2001ep-20011016.45-fast.flm,-1.2831534779903748,3724.0,7392.0,95.29571902832231,cfa,0.0129,14.87,0.17,-1.22,0.16,0.14,0.02,33.68,0.23,2001ep
2001ep,372,sn2001ep-20011017.42-fast.flm,-0.3257235751831665,3724.0,7392.0,108.09996351286112,cfa,0.0129,14.87,0.17,-1.22,0.16,0.14,0.02,33.68,0.23,2001ep
2001ep,373,sn2001ep-20011018.43-fast.flm,0.6711879731014423,3724.0,7392.0,106.65802050761559,cfa,0.0129,14.87,0.17,-1.22,0.16,0.14,0.02,33.68,0.23,2001ep
2001ep,374,sn2001ep-20011019.44-fast.flm,1.6680995213860508,3724.0,7392.0,105.16164653689134,cfa,0.0129,14.87,0.17,-1.22,0.16,0.14,0.02,33.68,0.23,2001ep
